document_id,filename,table_name,field_name,data_type,nullable,description,page
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactHolding,Value_,varchar(20),Y,Value_ is the security exposure to the fundamental value factor. LSEG Quantitative Analytics Database Schema for Axioma 10,9
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactor,FactID,int,N,FactID is a factor code defined in the AxFactor table.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactor,Mnem,varchar(50),Y,Mnem is the mnemonic with which the factor is identified.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactor,Type_,varchar(50),Y,Type_ is the item type for the factor.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFxRate,CurrCode,int,N,CurrCode is the integer code corresponding to the three-letter ISO Currency Code. This field cross-references with AxCode.Code where Type_ = 9.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFxRate,Date_,datetime,N,Date_ is the file date.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFxRate,ExchRate,float,Y,ExchRate is the exchange rate to the base currency.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFxRate,RskFreeRate,float,Y,RskFreeRate is the annualized risk-free rate.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFxRate,CumRFR,float,Y,CumRFR is the cumulative risk-free rate.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIndustryMap,SectorID,int,N,SectorID is the sector ID. This is the name of the node/factor. This field cross-references with AxCode.Code where Type_ = 5.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIndustryMap,IndGrpID,int,N,IndGrpID is the industry group ID. This is the name of the parent node. This field cross- references with AxCode.Code where Type_ = 6.,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIndustryMap,IndID,int,N,IndID is the industry ID. This is the optional name of the hierarchy level. This field cross- references with AxCode.Code where Type_ = 7. LSEG Quantitative Analytics Database Schema for Axioma 11,10
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChg,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChg,StartDate,datetime,N,StartDate is the earliest date associated with the value. This date is system- generated.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChg,ISIN,varchar(12),Y,ISIN is the ISIN value.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChg,EndDate,datetime,Y,EndDate is the date on which a change is made to the existing ISIN.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChg,LicFlag,tinyint,Y,LicFlag is a license flag based on country/region. This field cross-references with AxCode.Code where Type_ = 2.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChgC,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChgC,StartDate,datetime,N,StartDate is the earliest date associated with the value. This date is system- generated.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChgC,ISIN,varchar(12),Y,ISIN is the ISIN value.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChgC,EndDate,datetime,Y,EndDate is the date on which a change is made to the existing ISIN.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxIsinChgC,LicFlag,tinyint,Y,LicFlag is a license flag based on country/region. This field cross-references with AxCode.Code where Type_ = 2.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxItem,Item,smallint,N,Item is a unique integer code that identifies an item. It joins to AxSecInfoChg.Item.,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxItem,Mnem,varchar(50),Y,"Mnemonic is a single-word, alphanumeric coded name for the item. This code name is as received in the feed file.",11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxItem,Desc_,varchar(100),Y,Desc_ is a short description of the item. LSEG Quantitative Analytics Database Schema for Axioma 12,11
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,AxiomaID,varchar(9),N,AxiomaID is the unique identifier provided by the vendor.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,Ticker,varchar(12),Y,Ticker is the ticker value provided in the input file by the vendor.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,SecName,varchar(128),Y,SecName is the security name provided in the input file.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,CntryCode,char(2),Y,CntryCode is the ISO country code provided in the input file. This field cross-references with AxDesc.Code where Type_ = 1.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,CurrCode,char(3),Y,CurrCode is the ISO currency code provided in the input file. This field cross-references with AxDesc.Code where Type_ = 2.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,ExchCode,smallint,Y,ExchCode is the stock exchange detail provided in the input file. This,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,CmpID,varchar(9),Y,CmpID is the permanent issuer identifier assigned by Axioma.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,AssetClassCode,tinyint,Y,"Tier 2 of Axioma Security Type Classification (e.g., Depository Receipt-C).",12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,AssetSubClassCode,tinyint,Y,"Tier 3 of Axioma Security Type Classification (e.g., ADR-S).",12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,AssetTypeCode,tinyint,Y,"Tier 1 of Axioma Security Type Classification (e.g., Equities-T).",12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,CmpName,varchar(200),Y,Issuer Name assigned by Axioma.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,MIC,char(4),Y,Market Identifier Code (MIC).,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfo_V4,LicFlag,tinyint,Y,LicFlag is a license flag based on country/region. This field cross- references with AxDesc.Code where Type_ = 2.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,SecID,int,N,SecID is a unique identifier derived by Quantitative Data Warehouse (QDW) against every unique Axioma ID that is provided by the vendor.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,Date_,datetime,N,Date_ is the file date.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,CurrCode,char(3),Y,CurrCode is the ISO currency code value provided in the input file.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,Price,float,Y,Price is the closing price expressed in the currency of quotation.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,MktCap,bigint,Y,MktCap is the market capitalization.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,RollOverFlag,tinyint,Y,"A RollOverFlag value of 1 indicates that no official price was available. In this case, the price rollover from the most official closing price is used.",12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,AvgDlyVol20D,bigint,Y,AvgDlyVol20D is the 20-day average daily trading volume.,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,DlyTotRet,float,Y,DlyTotRet is the daily total return percentage expressed in currency of quotation. LSEG Quantitative Analytics Database Schema for Axioma 13,12
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,AvgDlyVol60D,bigint,Y,AvgDlyVol60D is the 60-day average daily trading volume.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecAttr_V4,LicFlag,tinyint,Y,"LicFlag is the license flag, which is based on country/region. This field cross- references with AxCode.Code where Type_ = 2.",13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,ModelID,tinyint,N,ModelID is the unique integer that identifies each model. This field cross- references with AxCode.Code where Type_ = 1.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,Date_,datetime,N,Date_ is the file date.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,SpRisk,float,Y,SpRisk is the specific risk of the asset.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,HistBeta,float,Y,HistBeta is the historical beta against the local market.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,IndustrySrc,tinyint,Y,IndustrySrc is the data source of the industry membership. This field cross-references with AxCode.Code where Type_ = 8.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,EstmnUniv,tinyint,Y,An EstmnUniv value of 1 indicates that the assets were used in estimating the factor returns.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,EstmnUnivWgt,float,Y,EstmnUnivWgt is the weight of assets in the estimation universe; this field is blank if the asset is not in the estimation universe.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,SpRet,float,Y,SpRet is the daily specific return.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecRskData_V4,TotRsk,float,Y,TotRsk is the total risk of the asset.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactReturns_V4,ModelID,tinyint,N,ModelID is the unique integer that identifies each model. This field cross- references with AxCode.Code where Type_ = 1.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactReturns_V4,FactID,smallint,N,FactID is a factor code defined in the AxFactor table.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactReturns_V4,Date_,datetime,N,Date_ is the file date.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactReturns_V4,Ret,float,Y,Ret is the daily factor return.,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactReturns_V4,CumRet,float,Y,CumRet is the cumulative factor return. LSEG Quantitative Analytics Database Schema for Axioma 14,13
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactCovar_V4,ModelID,tinyint,N,ModelID is the unique integer that identifies each model. This field cross- references with AxCode.Code where Type_ = 1.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactCovar_V4,FactID1,int,N,FactID1 and FactID2 are factor codes defined in the AxFactor table. FactID2 int N,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactCovar_V4,Date_,datetime,N,Date_ is the file date.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxFactCovar_V4,Covar,float,Y,Covar is the covariance between the two factors.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecCovar_V4,ModelID,tinyint,N,ModelID is the unique integer that identifies each model. This field cross- references with AxCode.Code where Type_ = 1.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecCovar_V4,SecID1,int,N,SecID1 and SecID2 are unique identifiers dervied by Quantitative Data Warehouse (QDW) against every unique Axioma ID that is provided by the vendor. SecID2 int N,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecCovar_V4,Date_,datetime,N,Date_ is the file date.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecCovar_V4,Covar,float,Y,Covar is the specific covariance between the two securities.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,Item,smallint,N,Item is a unique integer code that identifies an item.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,StartDate,datetime,N,StartDate is the earliest date associated with the value. This date is system- generated.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,Value_,varchar(150),Y,Value_ is the value that corresponds to the item.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,EndDate,datetime,Y,EndDate is the date on which the value associated with the item changes.,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecInfoChg,LicFlag,tinyint,Y,LicFlag is a license flag based on country/region. This field cross-references with AxCode.Code where Type_ = 2. LSEG Quantitative Analytics Database Schema for Axioma 15,14
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecModelMap,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecModelMap,ModelID,tinyint,N,ModelID is the unique integer that identifies each model. This field cross-references with AxCode.Code where Type_ = 1.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSecModelMap,LicFlag,tinyint,Y,LicFlag is a license flag based on country/region. This field cross-references with AxCode.Code where Type_ = 2.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,SecID,int,N,SecID is the unique identifier derived by Quantitative Data Warehouse (QDW) for every unique Axioma ID that is provided by the vendor.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,StartDate,datetime,N,StartDate is the earliest date associated with the value. This date is system- generated.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,Sedol6,varchar(6),Y,Sedol6 is the SEDOL without check digit.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,SChkDgt,char(1),Y,SChkDgt is the SEDOL check digit.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,EndDate,datetime,Y,EndDate is the date on which a change is made to the existing SEDOL.,15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxSedolChg,LicFlag,tinyint,Y,"LicFlag is a license flag based on country/region. This field cross-references with AxCode.Code where Type_ = 2. Axioma Style Factor Summary Axioma describes their style factors as follows: – Exchange-Rate Sensitivity – This is a measure of a stock's sensitivity to exchange rates as measured relative to a basket of currencies. Stocks with a positive Exchange-Rate Sensitivity score move in line with a basket of currencies, indicating that a larger proportion of business may come from non-domestic sources. – Growth – Growth gives an indication of a company's rate of growth historically. The growth factor is calculated as the product of one minus the dividend pay-out rate and the one-year return on equity. Stocks with a positive Growth score have recently experienced high growth levels as reflected by high retained earnings and high return on equity. – Leverage – Leverage provides a measure of a company's exposure to debt levels. This exposure is calculated as total debt divided by market capitalization. Total debt is the sum of long-term debt and debt in current liabilities (short-term debt). Stocks with a positive Leverage score have higher debt levels as a proportion of their stock market capitalization. LSEG Quantitative Analytics Database Schema for Axioma 16 – Liquidity – The liquidity factor provides a measure of a stock's trading activity, or lack thereof. The basic input is the last 20-day average volume divided by the last 20-day average market capitalization. Stocks with a positive Liquidity score are easier to trade in the market. – Market Sensitivity – This is a measure of a stock's under- or over-performance relative to the broad market from historical data. The basic input into this style is a traditional historical beta. Stocks with a positive Market Sensitivity score have larger historical betas. – Medium-Term Momentum – The Medium-Term Momentum gives a measure of a stock's past performance over the medium-term. It is defined as an asset's cumulative return over the last 300 trading days, excluding the last 20 trading days. Stocks with a positive Medium-Term Momentum score have outperformed over the past 13 months (excluding last month). – Short-Term Momentum – Short-Term Momentum gives a measure of a stock's recent performance. It is defined as an asset's cumulative return over the last 20 trading days. Stocks with a positive Short-Term Momentum score have outperformed over the past month. – Size – Differentiation of stocks based on market capitalization (for example, large and small stocks). It is defined using the market capitalization, averaged over the last 20 trading days. Market capitalization is computed as the product of the total shares outstanding and the unadjusted closing price on each day. Stocks with a positive Size score are larger capitalization stocks. – Value – Value gives a measure of how fairly a stock is priced within the market. The Value factor is calculated as the ratio of common equity to the current market capitalization (Book-to-Price). Stocks with a positive Value score have a high Book-to-Price and are viewed as relatively inexpensive as compared to their book value. – Volatility – Volatility gives a measure of an asset's relative volatility over time according to its historical behavior. The basic input into this style is an asset's absolute return averaged over the last 60 days divided by the cross-sectional volatility of the market. Stocks with a positive Volatility score have had very high or very low returns over the past quarter.",15
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,SecID,int,N,Unique identifier derived by TRDW against every unique Axioma ID that is provided by the vendor.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,Date_,datetime,N,File Date.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact1,float,Y,Statistical Factor 1.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact2,float,Y,Statistical Factor 2.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact3,float,Y,Statistical Factor 3.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact4,float,Y,Statistical Factor 4.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact5,float,Y,Statistical Factor 5.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact6,float,Y,Statistical Factor 6.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact7,float,Y,Statistical Factor 7.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact8,float,Y,Statistical Factor 8.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact9,float,Y,Statistical Factor 9.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact10,float,Y,Statistical Factor 10.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact11,float,Y,Statistical Factor 11.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact12,float,Y,Statistical Factor 12.,16
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxUS4MHStatExpDly,StatFact13,float,Y,Statistical Factor 13.,16
