document_id,filename,table_name,title_or_description,update_cycle,adjusted,indexes_raw,first_page,last_page
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxWW4MHStyleExpDly,Daily Exposure Details for World Wide – | This table contains daily exposure details for World Wide – Medium Horizon style factors. For details about,Daily,N/A,"pkey_AxWW4MHStyleExpDly (clustered) SecID, Date_",21,22
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxWW4SHStatExp,"Exposure Details for World Wide – Short | This table contains exposure details for World Wide – Short Horizon statistical factors, which do not change on a",As needed (checked daily; updated when there is a change) Adjusted: N/A,,"pkey_AxWW4SHStatExp (clustered) SecID, StartDate",22,22
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxWW4SHStatExpDly,Daily Exposure Details for World Wide – | This table contains daily exposure details for World Wide – Short Horizon statistical factors.,Daily Adjusted: N/A,,"pkey_AxWW4SHStatExpDly (clustered) SecID, Date_",22,23
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxWW4SHStyleExp,"Exposure Details for World Wide – Short | This table contains exposure details for World Wide – Short Horizon fundamental factors, which do not change on",As needed (checked daily; updated when there is a change),N/A,"pkey_AxWW4SHStyleExp (clustered) SecID, StartDate",23,23
qa_database_schema_axioma_v1_1_6_2022_11_07,QA Database Schema - Axioma v1.1.6 (2022-11-07).pdf,AxWW4SHStyleExpDly,Daily Exposure Details for World Wide – | This table contains daily exposure details for World Wide – Short Horizon style factors. For details about,Daily,N/A,"pkey_AxWW4SHStyleExpDly (clustered) SecID, Date_",23,25
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaAstEif,"Barra Asset Equity Index Futures (EIF) | As of 01 September 2011, this table is discontinued as part of the BIME301 release. | This table contains asset EIF contract data.",Thrice daily,N/A,pkey_BaAstEif (Clustered) Code,9,9
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaAstIdent,"Barra Asset Identifiers | This table contains asset identification data, including the asset type.",Thrice daily,N/A,"pkey_BaAstIdent (Clustered) Code, AstIdentType_2, StartDate BaAstIdent_1 Code BaAstIdent_2 AstIdentType_2, AssetId, StartDate BaAstIdent_3 Code, AstIdentType_2, AssetId, StartDate",9,10
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaAstInfo,"Barra Asset Information | This table contains general asset information such as the asset name, asset type values (CUSIP, SEDOL, ISIN or",Thrice daily,N/A,"pkey_BaAstInfo (Clustered) Code BaAstInfo_1 BarrId BaAstInfo_2 Code, StartDate BaAstInfo_3 Name BaAstInfo_4 InstrmntType_7 BaAstInfo_5 Cusip BaAstInfo_6 Sedol BaAstInfo_7 ISIN BaAstInfo_8 CIN",10,11
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeAstPrc,Barra BIMe Asset Price | This table includes the daily asset price and capitalization.,Thrice daily,Unadjusted,"pkey_BaBimeAstPrc (Clustered) Code, DataDate BaBimeAstPrc_1 Code, DataDate, RelDate BaBimeAstPrc_2 Code, RelDate",11,12
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeCntryModel,Barra BIMe Country Model | This table contains sub-model data by ISO country code.,As needed,N/A,"pkey_BaBimeCntryModel (Clustered) BIMeVer, ISOCntryType_3, Model BaBimeCntryModel_1 Model, ISOCntryType_3 BaBimeCntryModel_2 BIMeVer, Model, ISOCntryType_3 BaBimeCntryModel_3 ISOCntryType_3, Model",12,12
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeCode,Barra BIMe Code | This table cross-references with all Quantitative Analytics Barra data types.,As needed,N/A,"pkey_BaBimeCode (Clustered) Type_, Code BaBimeCode_1 Type_, Desc_, Code",12,12
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeCurrFactors,Barra BIMe Currency Factors | This table contains the data currency factor by ISO country code.,As needed,N/A,"pkey_BaBimeCurrFactors (Clustered) ISOCcyType_4, Factor LSEG Quantitative Analytics Database Schema for Barra 13",12,13
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeFactors,Barra BIMe Factors | This table contains factors in sub-models.,As needed,N/A,"pkey_BaBimeFactors (Clustered) Factor BaBimeFactors_1 Model, Mnemonic BaBimeFactors_2 Mnemonic, Model BaBimeFactors_3 Mnemonic BaBimeFactors_4 FactorDisplayName",13,14
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModels,Barra BIMe Models | This table contains details about sub-models comprising a version of BIMe. | ExpTableCode tinyint Y This field signifies which *Exp table to go to for the given model.,As needed,N/A,"pkey_BaBimeModels (Clustered) Model BaBimeModels_1 ModelShort BaBimeModels_2 Model, BIMeVer",14,14
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModEstu,Barra BIMe Model Estimate Universe | This table contains model estimation universe data.,Thrice daily Adjusted: N/A,,"pkey_BaBimeModEstu (Clustered) Model, Code, RelDate",14,15
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModEstuHist,Barra BIMe Model Estimate Universe History | This table contains model estimation universe history data.,Daily,N/A,"pkey_BaBimeModEstuHist (Clustered) Model, Code, StartDate",15,15
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeRelease,"Barra BIMe Release | As of 01 September 2011, this table is discontinued as part of the BIME301 release. | This table contains log data of BIMe version releases.",As needed,N/A,pkey_BaBimeRelease (Clustered) BIMeVer,15,15
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeVarCode,Barra BIMe Var Code | This table contains Barra cross-references for their varchar fields.,As needed,N/A,"pkey_BaBimeVarCode (Clustered) Type_, Code LSEG Quantitative Analytics Database Schema for Barra 16",15,16
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaRates,Barra Rates | This table contains exchange rates and risk-free rate data.,Thrice daily,N/A,"pkey_BaRates (Clustered) CcyType_4, DataDate",16,16
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUpdtRelease,Barra Update Release | This table contains a log of releases and data corrections by model.,Thrice daily,N/A,"pkey_BaUpdtRelease (Clustered) Model, ModelVer, DataDate, ActionDate, ActionTime",16,17
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeGlCovar,Barra BIMe Global Covariance | This table contains factor variances for all global factors in BIMe.,Monthly,N/A,"pkey_BaBimeGlCovar (Clustered) GLFactor1, GLFactor2, DataDate BaBimeGlCovar_1 GLFactor1, GLFactor2, RelDate BaBimeGlCovar_2 GLFactor1, GLFactor2, DataDate, RelDate",17,17
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeGlFacRet,Barra BIMe Global Factor Returns | This table contains Barra global factor return data.,Monthly,N/A,"pkey_BaBimeGlFacRet (Clustered) GLFactor, DataMonth BaBimeGlFacRet_1 GLFactor, RelDate BaBimeGlFacRet_2 GLFactor, DataMonth, RelDate",17,18
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeGlFacExp,Barra BIMe Global Factors Exposures | This table contains Barra global factor exposure data.,Monthly,N/A,"pkey_BaBimeGlFacExp (Clustered) GLFactor, Factor, DataDate BaBimeGlFacExp_1 GLFactor, Factor, RelDate BaBimeGlFacExp_2 GLFactor, Factor, DataDate, RelDate",18,18
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeScaling,Barra BIMe Scaling | This table contains matrix scaling exposures of local factors to global factors. The matrix block is diagonal and is,Thrice daily,N/A,"pkey_BaBimeScaling (Clustered) Factor1, Factor2, DataDate BaBimeScaling_1 Factor1, Factor2, RelDate BaBimeScaling_2 Factor1, Factor2, DataDate, RelDate",18,18
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeGlScGlFacExp,Barra BIMe Scaled Global Factor Exposure | This table contains scaled exposures of sub-model factors to global factors for a given BIMe version (BIMEVER).,Monthly,N/A,"pkey_BaBimeGlScGlFacExp (Clustered) GLFactor, Factor, DataDate BaBimeGlScGlFacExp_1 GLFactor, Factor, RelDate BaBimeGlScGlFacExp_2 GLFactor, Factor, DataDate, RelDate LSEG Quantitative Analytics Database Schema for Barra 19",18,19
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeGlFactors,Barra BIMe Global Factors | This table contains descriptions of global factors.,Monthly,N/A,pkey_BaBimeGlFactors (Clustered) GLFactor BaBimeGlFactors_1 Mnemonic BaBimeGlFactors_2 FactorGrpType_6 BaBimeGlFactors_3 FactDisplayName,19,20
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstData,Barra BIMe Model Asset Data | This table contains yield and specific risk data for sub-models from a BIMe version.,Thrice daily,N/A,"pkey_BaBimeModAstData (Clustered) Model, Code, DataDate BaBimeModAstData_1 Model, Code, RelDate BaBimeModAstData_2 Model, Code, DataDate, RelDate BaBimeModAstData_3 Code, DataDate",20,20
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstExp,Barra BIMe Model Asset Exposure | This table contains data on asset exposure for each sub-model factor. Exposures are based on the model implied,Thrice daily,N/A,"pkey_BaBimeModAstExp (Clustered) Model, Code, Factor, DataDate BaBimeModAstExp_1 Model, Code, Factor, RelDate BaBimeModAstExp_2 Model, Code, Factor, DataDate, RelDate LSEG Quantitative Analytics Database Schema for Barra 21",20,21
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaGEM3ModAstExp,Barra GEM3 Model Asset Exposure | This table contains data on asset exposure for GEM3 model factor.,Thrice daily,N/A,"pkey_ BaGEM3ModAstExp (Clustered) Code, ParentFactor, DataDate",21,21
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUSE4ModAstExp,Barra USE4 Models Asset Exposure | This table contains data on asset exposure for USE4 models.,Thrice daily,N/A,"pkey_ BaUSE4ModAstExp (Clustered) Code, ParentFactor, DataDate",21,22
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaNBimeModAstExp,"Barra AUE4, CAE5, JPE4 models Asset | This table contains data on asset exposure for AUE4, CAE5, and JPE4 models.",Thrice daily,N/A,"pkey_ BaNBimeModAstExp (Clustered) Code, ParentFactor, DataDate, ParentModel",22,22
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstLsr,Barra BIMe Model Asset LSR | This table contains data on the linked specific risk (LSR) of assets.,Thrice daily,N/A,"pkey_BaBimeModAstLsr (Clustered) Model, Code, DataDate BaBimeModAstLsr_1 Model, Code, RelDate BaBimeModAstLsr_2 Model, Code, DataDate, RelDate",22,23
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModFacRet,Barra BIMe Model Factor Return | This table contains monthly factor return data.,Thrice daily,N/A,"pkey_BaBimeModFacRet (Clustered) Model, Factor, DataMonth BaBimeModFacRet_1 Model, Factor, RelDate BaBimeModFacRet_2 Model, Factor, DataMonth, RelDate",23,23
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModFacRetExt,Barra BIMe Model Daily Factor Return | This table contains daily factor return data.,Thrice daily,N/A,"pkey_BaBimeModFacRetExt (Clustered) Model, Factor, DataDate",23,23
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstRet,Barra BIMe Model Asset Return | This table contains return information for each sub-model.,Thrice daily,N/A,"pkey_BaBimeModAstRet (Clustered) Model, Code, DataMonth LSEG Quantitative Analytics Database Schema for Barra 24",23,24
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaNBimeMarketData,Barra BIMe Market Data | This table contains Barra GEM3 and USE4 Models market data.,Thrice daily,N/A,"pkey_BaNBimeMarketData (Clustered) Code, ParentModel, DataDate",24,25
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModGlBeta,Barra BIMe Model Global Beta | This table contains global predicted beta data.,Thrice daily,N/A,"pkey_BaBimeModGlBeta (Clustered) Model, Code, DataDate BaBimeModGlBeta_1 Model, Code, DataDate, RelDate BaBimeModGlBeta_2 Model, Code, RelDate",25,25
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUSNModAstExp,"Barra US Model Asset Exposure | This table contains the asset exposure data for the models: USSLOW, USMED, and USFAST data.",Thrice daily,N/A,"pkey_BaUSNModAstExp (Clustered) Code, ParentFactor, DataDate, ParentModel",25,26
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaGEMNModAstExp,Barra GEMN Model Asset Exposure | This table contains asset exposure data for the GEMLT model.,Thrice daily,N/A,"pkey_BaGEMNModAstExp (Clustered) Code, ParentFactor, DataDate, ParentModel",26,26
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaEMM1ModAstExp,Barra EMM1 Model Asset Exposure | This table contains data on asset exposure for EMM1 model factor.,Once daily,N/A,"pkey_BaEMM1ModAstExp (Clustered) Code, ParentFactor, DataDate",26,27
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUSDEEPModAstExp,Barra USDEEP Models Asset Exposure | This table contains data on asset exposure for USDEEP models.,Once daily,N/A,"pkey_BaUSDEEPModAstExp (Clustered) Code, ParentFactor, DataDate",27,27
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUSSC4ModAstExp,Barra USSC4 Models Asset Exposure | This table contains data on asset exposure for USSC4 models.,Once daily,N/A,"pkey_BaUSSC4ModAstExp (Clustered) Code, ParentFactor, DataDate",27,27
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaEULTModAstExp,Barra EULT Models Asset Exposure | This table contains data on asset exposure for EULT models.,Once daily,N/A,"pkey_BaEULTModAstExp (clustered, unique, primary key located on BABIMEALL) DataDate, Code, ParentFactor LSEG Quantitative Analytics Database Schema for Barra 28",27,29
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeCovar,Barra BIMe Covariance | This table contains full factor covariance matrix data.,Thrice daily,N/A,"pkey_BaBimeCovar (Clustered) Factor1, Factor2, DataDate BaBimeCovar_1 Model1, Model2 BaBimeCovar_2 Model1, Model2, Factor1, Factor2, DataDate, RelDate",29,29
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimePlCov,"Barra BIMe Purely Local Covariance Matrix | This table contains scaled, purely local factor variances and covariances. Local relationships are defined as",Thrice daily,N/A,"pkey_BaBimePlCov (Clustered) Factor1, Factor2, DataDate BaBimePlCov_1 Factor1, Factor2, RelDate BaBimePlCov_2 Factor1, Factor2, DataDate, RelDate LSEG Quantitative Analytics Database Schema for Barra 30",29,31
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCad,"Compustat Global Annual Period Description | Use this table to retrieve period description data on an annual basis. This data includes adjustment factors,",,,"pkey_CsgCad (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL CsgCad_1 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CsgCad_2 GVKEY, DATAFMT, CONSOL, DATADATE CsgCad_3 GVKEY, INDFMT, DATAFMT, DATADATE CsgCad_4 GVKEY, DATAFMT, DATADATE",7,9
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF1,Compustat Global Company Annual Fundamentals 1 | Use CSGCAF1 in conjunction with CsgCad to retrieve annual fundamental company data. This table includes,,,"pkey_CSGCAF1 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSGCAF1_1 GVKEY, Item, INDFMT, DATAFMT, CONSOL, DATADATE CSGCAF1_2 GVKEY, Item, DATAFMT, CONSOL, DATADATE CSGCAF1_3 GVKEY, Item, INDFMT, DATAFMT, DATADATE CSGCAF1_4 GVKEY, Item, DATAFMT, DATADATE",9,10
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF2,Compustat Global Company Annual Fundamentals 2 | Use CSGCAF2 in conjunction with CsgCad to retrieve annual fundamental company data. This table includes,,,"pkey_CSGCAF2 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSGCAF2_1 GVKEY, Item, INDFMT, DATAFMT, CONSOL, DATADATE CSGCAF2_2 GVKEY, Item, DATAFMT, CONSOL, DATADATE CSGCAF2_3 GVKEY, Item, INDFMT, DATAFMT, DATADATE CSGCAF2_4 GVKEY, Item, DATAFMT, DATADATE",10,11
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAFNT,Compustat Global Company Annual Fundamentals,,,,11,11
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,Footnotes,Use this table to retrieve footnotes for a value.,,,"pkey_CSGCAFNT (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSGCAFNT_1 GVKEY, Item",11,12
